train/loss_simple_epoch,train/loss_gamma_epoch,logvar_epoch,train/loss_vlb_epoch,train/loss_epoch,epoch,step,lr-AdamW,train/loss_simple_step,train/loss_gamma_step,logvar_step,train/loss_vlb_step,train/loss_step,val/loss_simple,val/loss_gamma,logvar,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_gamma_ema,logvar_ema,val/loss_vlb_ema,val/loss_ema,valid_loss_epoch,valid_mse_epoch,valid_mae_epoch,valid_csi_16_epoch,valid_csi_74_epoch,valid_csi_133_epoch,valid_csi_160_epoch,valid_csi_181_epoch,valid_csi_219_epoch,valid_csi_avg_epoch,valid_pod_16_epoch,valid_pod_74_epoch,valid_pod_133_epoch,valid_pod_160_epoch,valid_pod_181_epoch,valid_pod_219_epoch,valid_pod_avg_epoch,valid_sucr_16_epoch,valid_sucr_74_epoch,valid_sucr_133_epoch,valid_sucr_160_epoch,valid_sucr_181_epoch,valid_sucr_219_epoch,valid_sucr_avg_epoch,valid_bias_16_epoch,valid_bias_74_epoch,valid_bias_133_epoch,valid_bias_160_epoch,valid_bias_181_epoch,valid_bias_219_epoch,valid_bias_avg_epoch,valid_aligned_loss_epoch,valid_aligned_mse_epoch,valid_aligned_mae_epoch,valid_aligned_csi_16_epoch,valid_aligned_csi_74_epoch,valid_aligned_csi_133_epoch,valid_aligned_csi_160_epoch,valid_aligned_csi_181_epoch,valid_aligned_csi_219_epoch,valid_aligned_csi_avg_epoch,valid_aligned_pod_16_epoch,valid_aligned_pod_74_epoch,valid_aligned_pod_133_epoch,valid_aligned_pod_160_epoch,valid_aligned_pod_181_epoch,valid_aligned_pod_219_epoch,valid_aligned_pod_avg_epoch,valid_aligned_sucr_16_epoch,valid_aligned_sucr_74_epoch,valid_aligned_sucr_133_epoch,valid_aligned_sucr_160_epoch,valid_aligned_sucr_181_epoch,valid_aligned_sucr_219_epoch,valid_aligned_sucr_avg_epoch,valid_aligned_bias_16_epoch,valid_aligned_bias_74_epoch,valid_aligned_bias_133_epoch,valid_aligned_bias_160_epoch,valid_aligned_bias_181_epoch,valid_aligned_bias_219_epoch,valid_aligned_bias_avg_epoch
0.9971476793289185,0.9971476793289185,0.0,0.006730237044394016,0.9971476793289185,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0011584758758545,1.0011584758758545,-9.999964589724186e-08,0.006045541260391474,1.0011584758758545,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9961771368980408,0.9961771368980408,-9.252561028461059e-08,0.0046785068698227406,0.9961771368980408,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9986629486083984,0.9986629486083984,-1.5172763312421012e-07,0.01642155833542347,0.9986629486083984,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9970479011535645,0.9970479011535645,-2.603320297112077e-07,0.01277787983417511,0.9970479011535645,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9877015948295593,0.9877015948295593,-4.094439702839736e-07,0.009897262789309025,0.9877015948295593,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9721585512161255,0.9721585512161255,-5.936365710113023e-07,0.009072553366422653,0.9721585512161255,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9633459448814392,0.9633459448814392,-8.092499115264218e-07,0.007728057913482189,0.9633459448814392,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9636663794517517,0.9636663794517517,-1.0536472245803452e-06,0.004659078549593687,0.9636663794517517,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,9,0.0001081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9,9,,0.9670078158378601,0.9670078158378601,-1.3248385357655934e-06,0.0042948247864842415,0.9670078158378601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9670078158378601,0.9670078158378601,-1.3248385357655934e-06,0.0042948247864842415,0.9670078158378601,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9438563585281372,0.9438563585281372,-1.6212685522987158e-06,0.004735309164971113,0.9438563585281372,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.975232720375061,0.975232720375061,-1.9416891063883668e-06,0.007257930934429169,0.975232720375061,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9824086427688599,0.9824086427688599,-2.285077698616078e-06,0.008302782662212849,0.9824086427688599,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9149171113967896,0.9149171113967896,-2.6505829282541526e-06,0.00767270103096962,0.9149171113967896,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9162957072257996,0.9162957072257996,-3.0374835660040844e-06,0.004037839826196432,0.9162957072257996,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9509223699569702,0.9509223699569702,-3.4451657029421767e-06,0.0063920579850673676,0.9509223699569702,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9123706817626953,0.9123706817626953,-3.873098648909945e-06,0.006913946941494942,0.9123706817626953,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8909626007080078,0.8909626007080078,-4.320821062719915e-06,0.0043765041045844555,0.8909626007080078,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9250194430351257,0.9250194430351257,-4.787930720340228e-06,0.006005990318953991,0.9250194430351257,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,19,0.00011710000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,19,19,,0.8669936060905457,0.8669936060905457,-5.274070645100437e-06,0.004904580302536488,0.8669936060905457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8669936060905457,0.8669936060905457,-5.274070645100437e-06,0.004904580302536488,0.8669936060905457,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8791455626487732,0.8791455626487732,-5.778928425570484e-06,0.004745204001665115,0.8791455626487732,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9369141459465027,0.9369141459465027,-6.302225301624276e-06,0.006686873268336058,0.9369141459465027,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8696877956390381,0.8696877956390381,-6.843713890702929e-06,0.0038352308329194784,0.8696877956390381,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8506137728691101,0.8506137728691101,-7.403171821351862e-06,0.00471588084474206,0.8506137728691101,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8685369491577148,0.8685369491577148,-7.98040309746284e-06,0.005062982439994812,0.8685369491577148,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9661173820495605,0.9661173820495605,-8.575229003326967e-06,0.007679035421460867,0.9661173820495605,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
